,aid_type_general,aid_total_eur,aid_commit_usd,aid_delivered_usd,Year,Country Name,armed_forces,arms_exports,arms_imports,mil_exp_gdp_pct,mil_exp_usd
205,Military,181050000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
206,Financial,6000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
207,Financial,2000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
208,Financial,1500000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
209,Financial,1000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
210,Financial,376250000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
211,Financial,0.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
212,Financial,63750000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
213,0,0.0,0.0,0.0,2020,Belize,2000.0,0.0,0.0,1.25112140600777,26025325.0
214,0,0.0,0.0,0.0,2021,Belize,0.0,0.0,0.0,1.07170444831764,26703375.0
215,0,0.0,0.0,0.0,2022,Belize,0.0,0.0,0.0,0.810341415259011,24190375.0
216,0,0.0,0.0,0.0,2023,Belize,0.0,0.0,1000000.0,0.821928880066849,26451512.5
217,0,0.0,0.0,0.0,2020,Benin,12000.0,0.0,1000000.0,0.458762015150415,71817818.4788086
218,0,0.0,0.0,0.0,2021,Benin,0.0,0.0,0.0,0.550883648806243,97424488.8098852
219,0,0.0,0.0,0.0,2022,Benin,0.0,0.0,3000000.0,0.632087491743063,110010370.317322
220,0,0.0,0.0,0.0,2023,Benin,0.0,0.0,11000000.0,0.711202269909553,140776011.436929
221,0,0.0,0.0,0.0,2021,Bhutan,0.0,0.0,4000000.0,0.0,0.0
222,0,0.0,0.0,0.0,2020,Bolivia,71000.0,0.0,26000000.0,1.39204744468967,510495827.347146
223,0,0.0,0.0,0.0,2021,Bolivia,0.0,0.0,0.0,1.32579943750687,536247233.213096
224,0,0.0,0.0,0.0,2022,Bolivia,0.0,0.0,0.0,0.973250888476219,429365590.625774
225,0,0.0,0.0,0.0,2023,Bolivia,0.0,0.0,0.0,1.38612164709346,644276785.902971
